Date_Time,Air Temp at Surface [degC],Relative Humidity [percent],Avg Wind Speed [m/s],Wind Direction [degrees],Solar Flux [W/m^2],Longitude,Latitude,UHI Index,kml_zone
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.97318,40.791715,0.975354586,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.97253333,40.79134,0.986173161,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.97261167,40.79143833,0.981845731,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.97264167,40.79146333,0.975354586,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.97268333,40.791495,0.975354586,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.97272333,40.791525,0.981845731,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.97277167,40.79155,0.981845731,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.97281833,40.79157,0.977518301,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.97311,40.79168,0.977518301,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.97326167,40.79173667,0.975354586,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.97335,40.79178333,0.977518301,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.97343667,40.79183667,0.977518301,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.973515,40.79188833,0.977518301,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.90085,40.81634833,0.983168001,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.97249,40.79132667,0.988336875,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.90080333,40.81625667,0.985331716,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.899875,40.81440667,0.985331716,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.90071167,40.81607,0.983168001,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.942635,40.79075333,0.991462241,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.94255833,40.79072,0.993625956,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.94248667,40.79068667,0.993625956,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.94241667,40.79065,0.991462241,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.94235,40.79062167,0.991462241,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.94228,40.79059333,1.000117101,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.94220667,40.79056333,1.000117101,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.94213167,40.79053833,0.995789671,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.89979333,40.81436333,0.983168001,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.97366167,40.79196667,0.977518301,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.89989667,40.81443667,0.985331716,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.899925,40.81448167,0.985331716,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.899955,40.814545,0.985331716,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.89999667,40.81461667,0.985331716,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.90004167,40.814695,0.985331716,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.90008,40.81477167,0.985331716,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.90011833,40.81484833,0.985331716,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.900155,40.81492167,0.983168001,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.90018833,40.81499833,0.983168001,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.90021667,40.81507167,0.981004286,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.90025167,40.81514333,0.981004286,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.900285,40.81521833,0.99182286,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.90032667,40.81529833,0.99182286,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.90037,40.81538333,0.989659146,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.90040833,40.81547667,0.989659146,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.90060833,40.81587667,0.985331716,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.90066333,40.81597333,0.983168001,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.90075667,40.81616333,0.985331716,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.97374167,40.79201333,0.975354586,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.90121833,40.81690833,0.978840571,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.97388833,40.79209333,0.977518301,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.93032833,40.83451333,1.022475488,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.930355,40.83448,1.020311773,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.930375,40.83444167,1.020311773,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.93039333,40.83439833,1.018148058,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.93041667,40.83434833,1.018148058,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.93044333,40.83429833,1.026802918,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.930475,40.83425167,1.026802918,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.93050667,40.83420333,1.031130348,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.93058,40.83411167,1.031130348,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.9306,40.83406833,1.026802918,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.93061333,40.83403,1.026802918,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.93062167,40.83398667,1.028966633,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.930635,40.83395167,1.028966633,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.93030167,40.83454167,1.022475488,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.93066,40.83392167,1.033294062,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.93070833,40.83385167,1.033294062,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.93073167,40.83380833,1.033294062,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.93075,40.83376667,1.037621492,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.93077333,40.83372333,1.037621492,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.93083,40.83362667,1.035457777,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.930855,40.83358,1.039785207,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.930875,40.833535,1.039785207,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.93088833,40.83348833,1.037621492,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.93090333,40.833445,1.037621492,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.93092,40.83340167,1.041948922,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.93093833,40.833365,1.041948922,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.93095667,40.83333167,1.044112637,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.97381667,40.79206,0.975354586,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.93068667,40.83389,1.033294062,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.93028167,40.83455,1.020311773,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.9308,40.83367667,1.035457777,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.93000667,40.83459333,1.020431979,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.97396167,40.79213,0.977518301,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.93025833,40.83456333,1.020311773,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.974045,40.79213833,0.973190871,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.97411833,40.79215833,0.973190871,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.97418,40.792175,0.975354586,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.97423333,40.79220167,0.975354586,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.974375,40.79230333,0.973190871,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.97441333,40.79233667,0.973190871,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.97446333,40.79236333,0.975354586,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.92872833,40.834485,1.005285975,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.92875833,40.83449833,1.005285975,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.928805,40.83452,1.005285975,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.928865,40.83454667,1.00744969,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.928945,40.83457333,1.00744969,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.97428833,40.79223167,0.971027156,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.92913833,40.83460833,1.009613405,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.92923,40.83462333,1.009613405,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.92931833,40.83465833,1.009613405,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.929395,40.834675,1.01177712,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.92946333,40.83467,1.01177712,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.92951667,40.83465667,1.01177712,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.92956167,40.83465,1.01177712,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.92961833,40.83464167,1.01177712,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.92983667,40.83462,1.01610455,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.92967333,40.83463667,1.01177712,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.92974667,40.83463333,1.01610455,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.92992167,40.834605,1.020431979,
2021-07-24 15:10:00,26.3,50.9,3.0,158,219,-73.92903833,40.83459667,1.009613405,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.973815,40.78928333,0.973671697,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.973785,40.78925667,0.975835412,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.97375667,40.789225,0.975835412,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.97369667,40.78907833,0.969344267,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.973715,40.78913333,0.975835412,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.97368167,40.78901167,0.969344267,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.91969167,40.81486667,1.016945994,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.97373333,40.78918333,0.975835412,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.973865,40.78929,0.973671697,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.97421667,40.78934333,0.973671697,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.97401833,40.78931333,0.973671697,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.97409667,40.78931833,0.973671697,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.97415667,40.78933,0.973671697,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.97426833,40.78938167,0.973671697,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.97432167,40.78941167,0.971507982,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.97437833,40.78943833,0.971507982,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.974495,40.78948833,0.973671697,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.919775,40.814825,1.016945994,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.97443833,40.789465,0.973671697,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.97394167,40.78931167,0.973671697,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.91986667,40.81477667,1.016945994,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.92106,40.81415833,1.021273424,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.92006,40.814675,1.019109709,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.921775,40.81381167,1.019109709,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.97463167,40.78954333,0.971507982,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.92168667,40.81385667,1.021273424,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.92159833,40.81390167,1.021273424,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.92151167,40.813945,1.019109709,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.921425,40.813985,1.019109709,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.92133333,40.814025,1.016945994,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.92124333,40.81406833,1.016945994,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.92115167,40.81411,1.021273424,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.92097,40.81421333,1.019109709,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.92088,40.814265,1.019109709,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.92070833,40.81436,1.021273424,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.92062833,40.814405,1.021273424,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.92055167,40.81444333,1.021273424,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.920485,40.81447667,1.021273424,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.92042,40.81451,1.016945994,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.92035,40.81454,1.016945994,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.92026167,40.81458,1.019109709,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.92016167,40.814625,1.019109709,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.91996,40.81472667,1.019109709,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.97467167,40.78955333,0.969344267,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.89551333,40.81773667,0.998794831,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.89689667,40.82012,0.985692335,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.895715,40.81808833,1.000958546,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.895645,40.81794833,1.00312226,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.895605,40.81787333,0.998794831,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.89556,40.81780167,0.998794831,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.89543,40.817625,0.998794831,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.89541,40.81758333,0.998794831,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.89539833,40.81755167,0.992303686,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.89539167,40.81753333,0.992303686,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.94932167,40.79366333,1.00047772,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.949325,40.79372333,1.00047772,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.94931167,40.79378,1.00480515,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.94928833,40.79384167,1.00480515,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.94925167,40.79390667,0.998314005,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.949205,40.79397167,0.998314005,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.94916333,40.79403833,0.99182286,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.949115,40.79409833,0.99182286,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.949095,40.79414667,0.989659146,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.949075,40.79417667,0.989659146,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.92186333,40.813765,1.019109709,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.89573833,40.81813333,1.000958546,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.97469833,40.78956667,0.969344267,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.89576167,40.81816833,1.000958546,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.895825,40.818305,0.998794831,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.8967,40.81993667,0.985692335,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.896655,40.81986333,0.985692335,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.896615,40.81978333,0.990019765,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.89657333,40.81969167,0.990019765,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.89652,40.81959667,0.990019765,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.89647,40.81950333,0.990019765,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.89642,40.81940667,0.98352862,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.896365,40.81930833,0.98352862,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.89630833,40.81921,0.99218348,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.896255,40.819115,0.99218348,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.89620167,40.81901833,0.98352862,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.89614833,40.81892,0.98352862,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.896095,40.81881833,0.99218348,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.89604,40.81871833,0.99218348,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.89598667,40.81862333,0.996631116,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.89593667,40.81853,0.996631116,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.89589667,40.81844833,0.998794831,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.895865,40.818385,0.998794831,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.89584333,40.81834,0.998794831,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.89581167,40.81827833,0.998794831,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.921955,40.81371667,1.019109709,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.974545,40.78951167,0.971507982,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.92247,40.813465,1.01478228,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.9872,40.77085,0.989659146,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.98715333,40.77091833,0.989659146,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.98709333,40.77099833,0.989659146,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.98703167,40.77108667,0.989659146,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.98697167,40.771175,0.989659146,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.98692,40.77126667,0.99182286,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.98685667,40.771355,0.99182286,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.986785,40.77144667,0.99182286,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.98666833,40.77161,0.99182286,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.98661167,40.77168833,0.99182286,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.98652833,40.77177333,0.99182286,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.98646333,40.77186333,0.99182286,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.98637833,40.77193833,0.99182286,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.98632167,40.77201833,0.993986575,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.98623833,40.77210833,0.993986575,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.98616167,40.77220833,0.99615029,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.98608,40.77231333,0.99615029,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.92745667,40.83732333,1.009974024,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.92747833,40.83737667,1.012137739,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.98724667,40.77075833,0.989659146,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.92749833,40.837435,1.012137739,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.98729833,40.77066167,0.989659146,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.98742667,40.77049167,0.99182286,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.92239,40.8135,1.01478228,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.98817,40.76954,0.99615029,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.98814833,40.76956167,0.998314005,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.98813,40.76958167,0.998314005,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.98808667,40.76963167,0.99615029,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.988065,40.76966,0.99615029,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.988045,40.76969333,0.99615029,
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.98802333,40.76972667,0.993986575,
