Date_Time,Air Temp at Surface [degC],Relative Humidity [percent],Avg Wind Speed [m/s],Wind Direction [degrees],Solar Flux [W/m^2],Longitude,Latitude,UHI Index,LST,NDVI
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.9275,40.8386,0.999275656,40.92327590000002,0.3167523047170815
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.9275,40.8386,1.001439371,40.92327590000002,0.3167523047170815
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.9234,40.8129,1.012618565,43.05270236000001,0.1168909002896725
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.9232,40.8131,1.00612742,42.38277044000006,0.2089469486955531
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.9226,40.8134,1.012618565,42.276811820000034,0.0835426954286869
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.9277,40.8386,0.996991735,40.92327590000002,0.3167523047170815
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.9277,40.8386,0.996991735,40.92327590000002,0.3167523047170815
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.9277,40.8381,1.012137739,42.02387834000001,0.1177518477407477
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.928,40.8386,1.005646594,40.619072120000055,0.1943438451580443
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.928,40.8384,1.00348288,41.19329948000001,0.0959737872307999
2021-07-24 15:15:00,26.6,50.5,3.1,154,584,-73.928,40.8384,1.00348288,41.19329948000001,0.0959737872307999
2021-07-24 15:20:00,26.7,49.7,2.0,132,448,-73.9785,40.786,0.978479952,45.32568565999998,0.2417679380740383
2021-07-24 15:20:00,26.7,49.7,2.0,132,448,-73.9785,40.786,0.978479952,45.32568565999998,0.2417679380740383
2021-07-24 15:20:00,26.7,49.7,2.0,132,448,-73.9162,40.8169,1.030288903,47.878946600000006,0.0869150280717744
2021-07-24 15:20:00,26.7,49.7,2.0,132,448,-73.8917,40.8225,1.01442166,44.68993394000006,0.1008839431301313
2021-07-24 15:20:00,26.7,49.7,2.0,132,448,-73.8917,40.8228,1.01442166,44.29002560000004,0.0448495284465951
2021-07-24 15:20:00,26.7,49.7,2.0,132,448,-73.8917,40.8228,1.01442166,44.29002560000004,0.0448495284465951
2021-07-24 15:20:00,26.7,49.7,2.0,132,448,-73.8917,40.8231,1.016585375,44.85399890000002,0.1567647943328766
2021-07-24 15:20:00,26.7,49.7,2.0,132,448,-73.8917,40.8233,1.012257945,44.720696120000014,0.1052821053938303
2021-07-24 15:20:00,26.7,49.7,2.0,132,448,-73.8917,40.8233,1.012257945,44.720696120000014,0.1052821053938303
2021-07-24 15:20:00,26.7,49.7,2.0,132,448,-73.8917,40.8225,1.012257945,44.68993394000006,0.1008839431301313
2021-07-24 15:20:00,26.7,49.7,2.0,132,448,-73.9823,40.7685,0.966339107,40.49602340000001,0.2909881364674674
2021-07-24 15:20:00,26.7,49.7,2.0,132,448,-73.9823,40.7677,0.970666537,37.69324700000004,0.0332958574764336
2021-07-24 15:20:00,26.7,49.7,2.0,132,448,-73.9823,40.7677,0.970666537,37.69324700000004,0.0332958574764336
2021-07-24 15:20:00,26.7,49.7,2.0,132,448,-73.924,40.844,0.980162841,43.02535820000003,0.2114594300852494
2021-07-24 15:20:00,26.7,49.7,2.0,132,448,-73.9815,40.7707,0.974993967,39.07754510000001,0.204041525727102
2021-07-24 15:20:00,26.7,49.7,2.0,132,448,-73.9818,40.7696,0.970666537,38.61269437999999,0.1450204230730913
2021-07-24 15:20:00,26.7,49.7,2.0,132,448,-73.924,40.844,0.980162841,43.02535820000003,0.2114594300852494
2021-07-24 15:20:00,26.7,49.7,2.0,132,448,-73.9232,40.8432,0.999636275,44.207993120000026,0.1684950630111488
2021-07-24 15:20:00,26.7,49.7,2.0,132,448,-73.9232,40.8432,1.00612742,44.207993120000026,0.1684950630111488
2021-07-24 15:20:00,26.7,49.7,2.0,132,448,-73.924,40.844,0.988817701,43.02535820000003,0.2114594300852494
2021-07-24 15:20:00,26.7,49.7,2.0,132,448,-73.9232,40.8435,1.00179999,44.27635352000004,0.1536039810089623
2021-07-24 15:20:00,26.7,49.7,2.0,132,448,-73.9232,40.8435,1.00612742,44.27635352000004,0.1536039810089623
2021-07-24 15:20:00,26.7,49.7,2.0,132,448,-73.9232,40.8437,1.00179999,43.9994939,0.1130486058461797
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.9665,40.7841,0.961530852,35.498878160000004,0.6507567909560525
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.9646,40.7836,0.968142203,35.53647638000001,0.4701435246995994
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.9648,40.7836,0.970305918,36.27135068000001,0.4026273565984757
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.964,40.7833,0.968142203,34.220538680000004,0.676427403096352
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.9654,40.7838,0.968021997,36.30894890000002,0.5153942612672421
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.967,40.7844,0.963694567,34.90072466000004,0.7222039989211806
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.9691,40.7852,0.963694567,37.15661785999998,0.8026313178417636
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.9041,40.8279,1.011416501,44.50194284000003,0.2335719051928227
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.9683,40.7849,0.961530852,35.94663878000006,0.6120559950633376
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.9675,40.7846,0.961530852,35.05795358,0.6011909617423933
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.9315,40.8588,1.01045485,41.835887240000034,0.1358225946608645
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.9635,40.7825,0.965978488,34.64095514000002,0.7963819749964033
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.9648,40.7992,0.992664305,44.112288560000025,0.2030782106813476
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.9654,40.7994,0.99050059,44.56688522000002,0.2940533705891995
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.9044,40.8276,1.017907645,45.38379200000003,0.348636430401645
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.9173,40.8462,0.993625956,44.34129589999998,0.2208575896167201
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.9173,40.8459,0.995789671,44.207993120000026,0.3407439683038293
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.9173,40.8456,0.993625956,43.65085585999998,0.3405482310537795
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.9173,40.8454,0.989298526,43.38083228000005,0.1722793925422438
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.9173,40.8454,0.989298526,43.38083228000005,0.1722793925422438
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.9181,40.8459,0.993625956,43.83884696000001,0.1793703683752857
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.9181,40.8462,0.989298526,44.177230940000015,0.1661196222455403
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.9181,40.8462,0.989298526,44.177230940000015,0.1661196222455403
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.9178,40.8462,1.000117101,44.28660758000001,0.1139316088830369
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.9175,40.8462,1.000117101,44.358386,0.147707557237415
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.9062,40.8263,1.00913258,43.52438912000002,0.1182383156826685
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.906,40.8265,1.006968865,43.33298000000002,0.1601624725930367
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.9054,40.8268,1.009252786,43.22360336000003,0.2973724353940444
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.9046,40.8274,1.015743931,45.17187476000004,0.2333261478766975
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.9068,40.826,1.00913258,43.9994939,0.3551092165038273
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.9084,40.8247,1.006968865,44.77538444000004,0.2670445398071404
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.9081,40.8249,1.013460009,44.95995751999999,0.1574155353679698
2021-07-24 15:25:00,27.2,46.4,1.4,175,725,-73.9078,40.8252,1.011296294,44.68651592000003,0.2645782568290415
2021-07-24 15:30:00,27.3,45.4,3.8,202,349,-73.888,40.8142,1.002280816,44.69676998,0.0649746939375742
2021-07-24 15:30:00,27.3,45.4,3.8,202,349,-73.8896,40.8139,1.01742682,45.339357740000025,0.1214552506333262
2021-07-24 15:30:00,27.3,45.4,3.8,202,349,-73.8912,40.8139,1.028245394,45.73584806000002,0.1402666105196669
2021-07-24 15:30:00,27.3,45.4,3.8,202,349,-73.8912,40.8139,1.028245394,45.73584806000002,0.1402666105196669
2021-07-24 15:30:00,27.3,45.4,3.8,202,349,-73.8898,40.8139,1.01742682,45.23681714000003,0.1722157653654202
2021-07-24 15:30:00,27.3,45.4,3.8,202,349,-73.8901,40.8139,1.023917965,45.23681714000003,0.1722157653654202
2021-07-24 15:30:00,27.3,45.4,3.8,202,349,-73.9509,40.8268,1.02439879,42.181107259999976,0.102290308875047
2021-07-24 15:30:00,27.3,45.4,3.8,202,349,-73.9646,40.8083,0.990981416,42.50581915999999,0.1007050582940353
2021-07-24 15:30:00,27.3,45.4,3.8,202,349,-73.9358,40.8553,1.023917965,41.31634819999999,0.5593970622971473
2021-07-24 15:30:00,27.3,45.4,3.8,202,349,-73.9514,40.8271,1.03305365,40.75921094,0.2363597029835266
2021-07-24 15:30:00,27.3,45.4,3.8,202,349,-73.9355,40.8548,1.028245394,43.5209711,0.2734164509482804
2021-07-24 15:30:00,27.3,45.4,3.8,202,349,-73.8976,40.837,1.009613405,37.39929728000004,0.6585493997425592
2021-07-24 15:30:00,27.3,45.4,3.8,202,349,-73.9138,40.8451,1.009252786,43.36716020000006,0.1903826363551315
2021-07-24 15:30:00,27.3,45.4,3.8,202,349,-73.9138,40.8451,1.004925356,43.36716020000006,0.1903826363551315
2021-07-24 15:30:00,27.3,45.4,3.8,202,349,-73.9713,40.764,1.008291135,40.885677680000015,0.0622037721047299
2021-07-24 15:30:00,27.3,45.4,3.8,202,349,-73.971,40.7645,1.008411341,41.08734086000004,0.0821787065986504
2021-07-24 15:30:00,27.3,45.4,3.8,202,349,-73.9146,40.8443,1.002641435,43.20993127999998,0.0782820999537189
2021-07-24 15:30:00,27.3,45.4,3.8,202,349,-73.9554,40.7828,0.970666537,41.98969814000003,0.2581062603769899
2021-07-24 15:30:00,27.3,45.4,3.8,202,349,-73.9552,40.7828,0.968502822,41.996534180000026,0.3090474585618433
2021-07-24 15:30:00,27.3,45.4,3.8,202,349,-73.9552,40.7828,0.970666537,41.996534180000026,0.3090474585618433
2021-07-24 15:30:00,27.3,45.4,3.8,202,349,-73.9554,40.7828,0.970666537,41.98969814000003,0.2581062603769899
2021-07-24 15:30:00,27.3,45.4,3.8,202,349,-73.9544,40.7825,0.968502822,42.635703920000026,0.1974215673821923
2021-07-24 15:30:00,27.3,45.4,3.8,202,349,-73.9554,40.7828,0.970666537,41.98969814000003,0.2581062603769899
2021-07-24 15:30:00,27.3,45.4,3.8,202,349,-73.8974,40.8376,1.00744969,37.18054400000005,0.695332374737308
2021-07-24 15:30:00,27.3,45.4,3.8,202,349,-73.8963,40.8389,1.001078752,38.70839894000005,0.6753968795746391
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.8874,40.8209,1.002761641,46.5630089,0.1174507563432186
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.9562,40.8131,1.004444531,41.77436288000001,0.3079220744891755
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.9562,40.8131,1.000117101,41.77436288000001,0.3079220744891755
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.956,40.8129,1.004444531,41.86664942000005,0.4643443045569169
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.9557,40.8126,0.997953386,42.38960648,0.2468700641603382
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.889,40.8185,1.004925356,45.50000468000002,0.0964465044418694
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.889,40.8185,1.004925356,45.50000468000002,0.0964465044418694
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.889,40.8185,0.996270497,45.50000468000002,0.0964465044418694
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.8893,40.819,1.002761641,45.69824984000002,0.0769656240493377
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.9554,40.8123,0.995789671,43.06295641999998,0.1709306842777069
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.9544,40.8223,1.003242467,42.47505697999998,0.243117944595183
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.9549,40.8225,0.998915037,42.66304808000001,0.2798891903686697
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.956,40.8228,0.992423892,40.87884164000002,0.3341728028553083
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.956,40.8228,0.992423892,40.87884164000002,0.3341728028553083
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.9541,40.8223,1.00312226,42.50240114000002,0.1182527159414696
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.9552,40.812,0.984971097,42.53658134,0.3650719096690558
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.9544,40.8107,0.998073592,43.20993127999998,0.0894820680162693
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.9675,40.7634,1.010935675,44.44383650000003,0.0975773044897276
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.9675,40.7634,1.015263105,44.44383650000003,0.0975773044897276
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.9076,40.8437,1.00744969,42.485311040000056,0.2113592052414383
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.9078,40.8437,1.00744969,42.90914552000004,0.2422803577992894
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.9081,40.8437,1.000958546,42.90914552000004,0.2422803577992894
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.9081,40.8437,1.00312226,42.90914552000004,0.2422803577992894
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.8917,40.8416,0.990620797,44.91210524000002,0.2078251143254985
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.9076,40.8437,1.009613405,42.485311040000056,0.2113592052414383
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.9522,40.7747,0.994948226,43.74314240000001,0.2018656431893856
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.9522,40.7747,0.992784512,43.74314240000001,0.2018656431893856
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.9533,40.775,0.994948226,44.26268144000005,0.1836832963593526
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.9533,40.775,0.994948226,44.26268144000005,0.1836832963593526
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.8928,40.8424,0.981965937,43.53122516000002,0.1036931012087544
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.8933,40.8429,0.992784512,43.18942316000005,0.111495673671199
2021-07-24 15:35:00,26.8,47.6,2.4,209,511,-73.8931,40.8427,0.984129652,43.56198734000003,0.3567060987838623
2021-07-24 15:40:00,27.0,47.2,3.2,142,658,-73.9522,40.8035,1.015743931,44.62157353999999,0.0964334753371123
2021-07-24 15:40:00,27.0,47.2,3.2,142,658,-73.9525,40.8032,1.02007136,45.31884962000004,0.1204977483233601
2021-07-24 15:40:00,27.0,47.2,3.2,142,658,-73.9527,40.8032,1.02007136,45.31884962000004,0.1204977483233601
2021-07-24 15:40:00,27.0,47.2,3.2,142,658,-73.8807,40.8107,1.00312226,47.66019332000002,0.2071559297218153
2021-07-24 15:40:00,27.0,47.2,3.2,142,658,-73.9533,40.8035,1.013580216,45.44531635999999,0.0739437892276741
2021-07-24 15:40:00,27.0,47.2,3.2,142,658,-73.9533,40.8035,1.013580216,45.44531635999999,0.0739437892276741
2021-07-24 15:40:00,27.0,47.2,3.2,142,658,-73.9565,40.815,1.02740395,43.92429746000005,0.626356952033511
2021-07-24 15:40:00,27.0,47.2,3.2,142,658,-73.9597,40.8013,0.992303686,41.68207633999998,0.2570657079134437
2021-07-24 15:40:00,27.0,47.2,3.2,142,658,-73.956,40.8145,1.01874909,45.61621736000001,0.2460214703728091
2021-07-24 15:40:00,27.0,47.2,3.2,142,658,-73.956,40.8145,1.01874909,45.61621736000001,0.2460214703728091
2021-07-24 15:40:00,27.0,47.2,3.2,142,658,-73.956,40.8145,1.01874909,45.61621736000001,0.2460214703728091
2021-07-24 15:40:00,27.0,47.2,3.2,142,658,-73.9562,40.8147,1.025240235,44.081526380000014,0.309027600849257
2021-07-24 15:40:00,27.0,47.2,3.2,142,658,-73.9562,40.8147,1.025240235,44.081526380000014,0.309027600849257
2021-07-24 15:40:00,27.0,47.2,3.2,142,658,-73.9009,40.8416,1.001920197,49.9126685,0.1583478896445783
2021-07-24 15:40:00,27.0,47.2,3.2,142,658,-73.9014,40.8411,0.999756482,49.68366116000004,0.0617369103176678
2021-07-24 15:40:00,27.0,47.2,3.2,142,658,-73.9017,40.8405,1.004083911,49.53668630000004,0.0994213874061262
2021-07-24 15:40:00,27.0,47.2,3.2,142,658,-73.9127,40.8384,1.007930516,44.98388366000006,0.1072035831294322
2021-07-24 15:40:00,27.0,47.2,3.2,142,658,-73.913,40.8386,0.999275656,44.42674640000001,0.1208389024970887
2021-07-24 15:40:00,27.0,47.2,3.2,142,658,-73.9132,40.8386,1.005766801,44.10203450000006,0.0726849966501582
2021-07-24 15:40:00,27.0,47.2,3.2,142,658,-73.9132,40.8386,1.005766801,44.10203450000006,0.0726849966501582
2021-07-24 15:40:00,27.0,47.2,3.2,142,658,-73.9017,40.8405,1.006247626,49.53668630000004,0.0994213874061262
2021-07-24 15:40:00,27.0,47.2,3.2,142,658,-73.9447,40.7774,0.971628188,41.38129058000004,0.1952036217550014
2021-07-24 15:40:00,27.0,47.2,3.2,142,658,-73.9452,40.7777,0.973791903,43.57565942000002,0.2541489063812576
2021-07-24 15:40:00,27.0,47.2,3.2,142,658,-73.881,40.8118,1.000958546,47.41067786000002,0.0819031894457762
2021-07-24 15:40:00,27.0,47.2,3.2,142,658,-73.9452,40.7777,0.973791903,43.57565942000002,0.2541489063812576
2021-07-24 15:40:00,27.0,47.2,3.2,142,658,-73.9436,40.7769,0.975955618,38.08973732000004,0.609894419306184
2021-07-24 15:40:00,27.0,47.2,3.2,142,658,-73.9439,40.7771,0.971628188,39.603920180000046,0.2020700896495517
2021-07-24 15:45:00,27.1,47.6,3.2,163,565,-73.9487,40.8035,0.988096463,44.93603138000003,0.1644670661771659
2021-07-24 15:45:00,27.1,47.6,3.2,163,565,-73.9487,40.8035,0.988096463,44.93603138000003,0.1644670661771659
2021-07-24 15:45:00,27.1,47.6,3.2,163,565,-73.9495,40.8024,1.005406182,46.78176217999999,0.1699959508705628
2021-07-24 15:45:00,27.1,47.6,3.2,163,565,-73.8877,40.8064,0.990620797,43.32956198,0.4471431399722828
2021-07-24 15:45:00,27.1,47.6,3.2,163,565,-73.888,40.8064,0.992784512,43.98240380000004,0.3347654851414252
2021-07-24 15:45:00,27.1,47.6,3.2,163,565,-73.8893,40.8069,1.003723292,53.29309028,0.040744526904133
2021-07-24 15:45:00,27.1,47.6,3.2,163,565,-73.9533,40.7981,1.003603086,38.88955400000003,0.6961222865611022
2021-07-24 15:45:00,27.1,47.6,3.2,163,565,-73.9533,40.7981,1.003603086,38.88955400000003,0.6961222865611022
2021-07-24 15:45:00,27.1,47.6,3.2,163,565,-73.9533,40.7981,1.005766801,38.88955400000003,0.6961222865611022
2021-07-24 15:45:00,27.1,47.6,3.2,163,565,-73.9533,40.7981,1.005766801,38.88955400000003,0.6961222865611022
2021-07-24 15:45:00,27.1,47.6,3.2,163,565,-73.9527,40.8182,0.997592767,45.38037398000006,0.2160633297600395
2021-07-24 15:45:00,27.1,47.6,3.2,163,565,-73.8982,40.8327,1.021874456,43.94480557999998,0.0931058020477816
2021-07-24 15:45:00,27.1,47.6,3.2,163,565,-73.8992,40.8319,1.011055882,44.04392816000001,0.1597321005215742
2021-07-24 15:45:00,27.1,47.6,3.2,163,565,-73.8976,40.833,1.015263105,44.39940224000003,0.1682459968712322
2021-07-24 15:45:00,27.1,47.6,3.2,163,565,-73.8874,40.8064,0.994948226,43.46286476,0.4085699502986784
2021-07-24 15:45:00,27.1,47.6,3.2,163,565,-73.9581,40.7637,0.998915037,44.16355886000002,0.1574079754601227
2021-07-24 15:45:00,27.1,47.6,3.2,163,565,-73.9191,40.8357,0.986774192,44.00291192000003,0.1382378571756181
2021-07-24 15:45:00,27.1,47.6,3.2,163,565,-73.9191,40.8357,0.986774192,44.00291192000003,0.1382378571756181
2021-07-24 15:45:00,27.1,47.6,3.2,163,565,-73.8982,40.8327,1.021874456,43.94480557999998,0.0931058020477816
2021-07-24 15:45:00,27.1,47.6,3.2,163,565,-73.9458,40.786,1.002401022,43.00485007999998,0.1096459350015574
2021-07-24 15:45:00,27.1,47.6,3.2,163,565,-73.9458,40.786,1.002401022,43.00485007999998,0.1096459350015574
2021-07-24 15:45:00,27.1,47.6,3.2,163,565,-73.946,40.7857,0.993746163,42.87838334000003,0.1719331712870373
2021-07-24 15:45:00,27.1,47.6,3.2,163,565,-73.946,40.7857,0.995909877,42.87838334000003,0.1719331712870373
2021-07-24 15:45:00,27.1,47.6,3.2,163,565,-73.9001,40.8314,1.011055882,43.64401982000004,0.1199395994293441
2021-07-24 15:50:00,26.6,48.3,3.5,184,181,-73.8968,40.808,0.988937907,45.0932603,0.1858691903904364
2021-07-24 15:50:00,26.6,48.3,3.5,184,181,-73.8976,40.808,0.999876688,44.932613360000005,0.1693691238588364
2021-07-24 15:50:00,26.6,48.3,3.5,184,181,-73.8976,40.808,0.999876688,44.932613360000005,0.1693691238588364
2021-07-24 15:50:00,26.6,48.3,3.5,184,181,-73.8966,40.8088,0.995429052,45.91358509999998,0.0912693291632188
2021-07-24 15:50:00,26.6,48.3,3.5,184,181,-73.9495,40.7903,0.994226988,42.13667300000003,0.2160317278724784
2021-07-24 15:50:00,26.6,48.3,3.5,184,181,-73.9495,40.7903,0.994226988,42.13667300000003,0.2160317278724784
2021-07-24 15:50:00,26.6,48.3,3.5,184,181,-73.9495,40.7903,0.996390703,42.13667300000003,0.2160317278724784
2021-07-24 15:50:00,26.6,48.3,3.5,184,181,-73.8966,40.8088,0.995429052,45.91358509999998,0.0912693291632188
2021-07-24 15:50:00,26.6,48.3,3.5,184,181,-73.953,40.8126,1.015383311,44.871088999999984,0.144324383722208
